64739800611SANTO BENESATI TOMASI NOWICKI 013
86033768216TONI OLIVER CESARCONELIANCRUZ 037
05122709908KAIO GANDOLF SOTELO FERNANDEZ 097
00949301695SILVANA BALLESTERO Y GUTIEREZ 006
04326886928VICENTE VALDERRAMA JANANDILOI 024
66733463293SANTOS MORALES SANCHEZ DONATI 064
61685157458ROGINA DESPUIOL SANCHEZ PARRA 016
12422960361EVERALDO CIORNICIAN S. MARTIN 070
39609262260ISAAC TREBBI OLIVER FERNANDEZ 059
30593655207ROQUE DORNELES RIZZO CISNEROS 052
69002374463LUZIA ZAPAROLLE CARTESE VITTO 039
43295490862SANTINA FONTES CANO PEDREGOSA 083
14739979020LORRANE VALDERRAMA JANANDILOI 053
06346133540NAIARA BERNARDES MUELLEN BONA 004
50545269508JULIANA BALDIN GARCIA CASILLA 036
34089345717RUTH FRANCESCHI CANO BIRRUEZO 002
34684415060MAGNA REBELO FRACASSO ROSETTO 093
84222624998ROSEANA BALLESTERO Y GUTIEREZ 052
13684051324REGINALDO PAGANINI FREHS ABEL 045
21427355355RUTH BORETTI MABAMA RODRIGUEZ 011
69040631277KARINA GROVON PEDERSEN MELOSI 050
86016755395GENOVEVA AVELLANEDA RODRIGUEZ 009
15404153936MARISA DUBINA QUADRADO PORRAS 038
91718245465SILVAN PIELLUSCH DIAZ SANCHEZ 087
64651212613ROSEANA CEAIBO PALA PANARELLO 026
57587660889EMERSON BALLESTERO Y GUTIEREZ 080
44873682904JACIR CABEZO TARABIN MARTINEZ 024
75921409053JOAO TUBERTINI RUPKE SANTEIRO 003
03162965238NAIARA BALOTTA GAGO HERNANDEZ 056
61369154110DIOMEDES CIANGCAGLINI KIYOSHI 048
65220737997NAIARA BERNAL CANO MANGANOTTO 092
48087106849SILVANIA MARTINEZ DE SAN MATO 023
66030148226EMERSON SZTOGUN BIGAL CAVAZAN 062
59322073179IGOR GUASTAFERRO DIAGONE LANZ 045
82472906279JOSEPH BERNI CARDOZO DE SOUZA 075
62162085491NAIARA SCHRODER VIDAL SANCHEZ 064
92970885973AQUINO GIORDANI ROMERO MALVIS 090
49199200936EMERSON LAZARINI GARCIA ROMAN 048
62172959929ROSEANA GASPAROTTO MENEGHETTI 066
82792508163SANTINA BALLESTERO Y GUTIEREZ 009
96577886891KAINAN SOLER DONADON RODOLPHO 000
12253987755JULIANA BALLESTERO Y GUTIEREZ 038
18318486397ROSEANE GIANINI EGEA ESCUDERO 030
75760976442LUZIA BURBA REMACHO FERNANDEZ 066
59387766094ISABELA GALLEGO JANQUES FOSCO 003
68245838130SANTINO DI GRANDI RUPKE TAURO 073
57381622663ISABELLA KAZUNIERZ YANO BISTO 081
32236629967REGINALDO VEILLUR VARGA ELIAS 051
17274498469AGNA DRUMOND GUTERRES BAZILIO 012
59171338933ROMULO PENA GUERRERO GABBETTI 007
36972696226SILVIA POLA HEGRE ORTIZ ORTIZ 048
13085129666JESSE CADEI SALMERON GRANADOS 031
75252807439VICENTE BLAZQUEZ PEREZ PACENI 042
00116901458ROSEANA TORTELLI HUESO PAREAL 053
48285070690ISABELA BALLESTERO Y GUTIEREZ 025
