78520239910JANDRE EDUARDO MARICONE LEONI 071
53876762721DEAN PAGANOTI SANCHEZ FRAILLE 045
56313422915ZACARIAS SANCHEZ PEREIRA FAIR 021
73115928666JOANNY BLECHARISKI PELLEGRINE 004
24755296988AVELINA BOSSINI KAIRSHINEVITZ 085
03902306449ROSELIA STACCIOLI QUILICCHINI 067
86483935144NONATO KRUTH CAFFAGNE GENGINI 093
58994551268SILVAN RAGOGNETA FIORIN SAULE 008
61042960603RUTH GIUSTE VICTORIO MALAGOLI 099
97096797016CELINO MELETTI THORE JACOBINO 089
00737559023AISON CHAPONEL OLIVEIRA NETTO 089
38068985267RAMIRO LOPRETO ALCAHUDE NUNEZ 046
60034377403ISABEL BERTOLOCINI GORINIRATO 050
38953906822RUTH CIARON FRUGILLO CALVACHE 089
75303999735ISABELA MAIM GARCIA FERNANDEZ 042
43675974625ROQUE HASHIOKA GOMEZ MARTINEZ 080
12568639356RUTE BRUSASCO ALCARRAZ MILLAN 041
75156954026REGINO HANZAWA GALINDO SERENA 004
58642663192GIDEON SARENSON NOTABILE IUNG 012
79691499400MAGNA BIZACCHI ARANTANI MIAMI 071
71187430238ODINA NAVAS SANCHEZ TEM BOSCH 016
72903308383SILVANA BALLESTERO Y GUTIEREZ 029
09602032102JOAO KATAYAMA FANESI AULICINO 047
78401626892JANDIRA SEGOVIA SANCHEZ CUCCI 028
36716681385JACKELINE RUNCO SANCHEZ GOMEZ 093
92031863120EMERSON BALLESTERO Y GUTIEREZ 025
83300629988RUTH CECCARDI VALEJO VALVERDE 064
82528434574REGIS CARRERA BAZZONI BOSCARO 006
22983579300MARRY DOMIZZI VICTOR GONCALES 078
48548890399LUCELIA BALLESTERO Y GUTIEREZ 022
05154009654KOICHI PILLA DORTORRE PALLAGI 056
22555647174MARCELENE TOMITA ROBLES MARIN 015
68921115436JHENIFER CIORNICIAN S. MARTIN 012
81181430216JANDIRA BALLESTERO Y GUTIEREZ 074
27225937388KARIN BARTOLLOSI ROBHRUG BRYK 018
31644498806NAIANE SICATKA F.DES MARTINES 009
60213519859NONATO VIRGINIO CARMUNO BUENO 035
02256899948AQUINO ORLATO COLUCCI MONTESI 034
09092041215JANDIRA BALLESTERO Y GUTIEREZ 086
83338446497LUIZ PETTERSSON ORDONY ARROJO 086
56688146423RAMIRO VISENER CASTILLA CHICA 088
44094381158BISMARCK CIORNICIAN S. MARTIN 002
96121432647NAIANE BERYNAYA RAYNES MIDORI 072
03835879694SILVA BONANINI AMERIS LIMONTA 062
81654877243ISABELA ZANGHER GREGORIO ELIA 067
18336496577LUZINETE CALABRESE J. VICENTE 024
94407129885DIOMAR MARCOS BORTOLIN NONATO 094
34702487492LUIZ FURUTA TAMPARO KONDAKOVO 068
52859275793MAGNA PACCAGNELLA ZANGIROLANI 062
